TCGA-COAD_TCGA-AA-3511-01A-21D-1835-10	0	3	0	3	0	1	0	0	1	4	1	1	2	2	0	1	0	1	0	3	0	0	0	0	0	1	0	1	4	3	1	8	1	6	9	0	1	3	22	0	2	2	12	5	3	1	16	3	0	2	0	0	0	0	1	4	2	1	0	0	4	1	0	2	1	1	1	1	0	0	1	2	2	1	1	0	0	2	1	2	2	1	1	1	0	1	2	5	0	0	0	2	2	0	0	6
TCGA-COAD_TCGA-AA-3947-01A-01D-1981-10	9	8	1	11	36	49	28	173	11	20	10	38	9	7	3	33	3	3	3	5	3	1	3	5	3	8	5	5	1	7	2	4	40	39	223	29	23	21	232	27	99	157	504	117	19	36	107	15	3	15	3	13	1	11	8	8	2	8	4	9	5	2	2	4	17	24	57	24	17	25	85	37	36	49	57	27	13	31	24	14	1	4	4	4	2	18	24	45	1	3	8	22	1	8	3	11
TCGA-COAD_TCGA-AD-6899-01A-11D-1924-10	1	0	0	1	1	2	2	2	1	3	1	1	1	2	0	4	1	2	0	0	0	1	0	0	0	1	0	1	2	4	1	6	2	0	26	2	4	4	31	6	0	6	33	1	7	7	18	5	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	2	1	1	1	1	3	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
TCGA-COAD_TCGA-AD-6965-01A-11D-1924-10	0	4	1	0	0	0	1	4	2	0	0	1	2	3	1	3	1	2	0	2	0	1	1	0	0	1	0	0	0	2	0	1	2	0	19	1	0	2	24	3	3	3	25	0	5	3	12	2	0	0	1	0	0	1	1	2	0	1	1	0	0	0	0	0	1	4	0	1	1	1	2	0	0	3	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
TCGA-COAD_TCGA-AY-A54L-01A-11D-A28G-10	3	2	0	1	1	2	1	5	6	3	1	2	5	3	2	5	2	1	0	2	0	0	0	1	0	2	0	0	1	1	1	0	2	1	24	5	2	2	22	6	3	1	23	6	3	4	12	3	0	0	0	0	0	0	0	2	0	0	1	1	1	1	0	0	1	3	1	1	0	1	4	0	0	1	0	1	0	1	1	1	0	0	0	0	0	2	0	3	1	0	0	0	1	0	0	1
TCGA-COAD_TCGA-AZ-5403-01A-01D-1650-10	0	1	2	0	0	0	0	0	1	0	0	1	3	1	0	4	0	0	0	2	2	0	0	0	1	1	1	1	2	0	0	0	2	4	8	0	3	3	8	0	1	0	13	4	2	2	6	0	1	0	2	0	0	0	0	2	1	1	0	1	0	1	0	0	2	0	0	0	0	3	0	1	0	3	0	4	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	2
TCGA-COAD_TCGA-AZ-6603-01A-11D-1835-10	0	0	0	2	1	0	0	0	0	1	1	1	1	2	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	15	1	3	0	15	2	1	0	12	2	1	2	13	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	1	1	0	0	1	1	0	1	0	1	0	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
TCGA-COAD_TCGA-AZ-6606-01A-11D-1835-10	0	2	1	0	2	0	1	3	2	3	3	1	1	1	0	2	1	0	0	0	1	0	1	0	0	1	0	1	4	0	0	2	1	2	31	2	4	4	27	2	0	8	22	2	6	4	14	5	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	6	0	1	0	4	3	6	0	1	2	2	0	1	1	1	0	0	1	1	0	0	0	5	0	1	0	1	0	0	0	0
TCGA-COAD_TCGA-AZ-6607-01A-11D-1835-10	0	1	0	0	2	0	0	0	1	0	1	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	8	3	1	1	10	4	0	0	7	2	4	2	5	1	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	2	3	0	8	0	5	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	3
TCGA-COAD_TCGA-CA-5797-01A-01D-1650-10	0	1	0	0	2	0	0	1	1	1	2	0	1	2	0	1	0	1	0	1	0	1	1	2	0	1	0	1	0	0	0	2	0	1	10	3	1	2	9	2	2	3	3	0	3	4	4	2	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
